Reviews,Ratings
No call alert ... Unable to connect,2
Very poor product,2
"Every time disconnect
You can't get any notification
Plz don't buy this",2
This watch is amazing 😍,2
I'm very disappointed in this purchase this watch price now 2199 I'll buy for 2999 .......,2
"Oxigen monitor & BP reading is not correct. Activity tracker is also useless. Only look of this model is decent.

Paid 3000 for smart watch and open market rate is 2500/- would not suggest to go for this",2
Wast of money.,2
Watch Is slow to operate Motion sensing is slow... No O2 sensor in it no bp monitor.watch faces are not properly deaigned..,2
Not worth it.,2
"From day one the notification for SMS is not working still I used it after two week the battery back up got very bad. Charge was getting over within a day then the home button didn't work .
I don't know what to do with this smart watch",2
No call alert ... Unable to connect,2
Very poor product,2
"Every time disconnect
You can't get any notification
Plz don't buy this",2
This watch is amazing 😍,2
I'm very disappointed in this purchase this watch price now 2199 I'll buy for 2999 .......,2
"Oxigen monitor & BP reading is not correct. Activity tracker is also useless. Only look of this model is decent.

Paid 3000 for smart watch and open market rate is 2500/- would not suggest to go for this",2
Wast of money.,2
Watch Is slow to operate Motion sensing is slow... No O2 sensor in it no bp monitor.watch faces are not properly deaigned..,2
Not worth it.,2
"After one month Bluetooth is not working, bad product",2
The actual display in smaller than shown in the images.,2
Blood pressure and blood oxygen is not accurate.,2
i used it for more than a week and i found this watch is very normal with minimal features.. spo2 and blood pressure heart rate monitor they all not working properly,2
Smart arch to boat applications so many dunking issues there. Daily setting continue in. App uninstall & downloud. Heritating failure in boat applicatin,2
Build Quality don't look premium,2
"Don't waste ur money.
Very Bad watch and poor connectivity app",2
Blueetoth is not connecting,2
"Sensor is not working well
Battery backup max 5-7 days
Wakeup is too late to on
Call notification to late to notify",2
Side button stopped working in 3 months. Body and screen prone to scratches,2
Connecting product problem,2
"Ok for the price, many bugs in the apps, I don't recommend this watch to anyone's.",2
battery life not good & msg not delievered instagram & facebook if i opened msg notification alert .,2
not Acurate result,2
Bluetooth and notifications working very slow don't buy this item everyone,2
"Product look wise good price also low, but Bp, heart rate data not correct as compare medical equipment Bluetooth also auto disconnected issue.
only call disconnected notify avl, other app notification not avl.",2
"Very poor connectivity. Very often disconnecting, enhancement is required for the App",2
"I adress to everyone who want to buy this watch I had ordered this and claim refund for this in two days many more issues in this watch
1.poor activities tracking
2. Poor connectivity with pro gear app of boat every time synchronisation the steps gets short which you walk
3.bp monitoring ❤️ rate monitoring are not uptomark
4. Battery was ok
5. Music connectivity is poor
6. Sms not able to view and calls are coming not picked through watch",2
"(PS: Personal Opinions and Observations after a months usage)
Built Quality and interface is exactly same as Go Noise Colour fit pro 2
Battery life is good, lasts a week

Hepatic feedback is very poor, you tend to miss the notifications
Notifications are delayed, there are times where notifications were delivered after 24 hours
The app is very poor, it will sync your watch everytime you open the app
It takes ages to set the watch faces
Heart Rate monitor and Oxygen levels are very much off as...",2
"Watch is good but App is worst.
watch tracks the step count, but when we try to sync with the App, suddenly all steps get reset and go to zero.
This is very disappointing. As a smart watch step counter is a very basic feature and that is also not syncing correctly.

Giving 1 star due to the App, this is really annoying. Even automatic heartrate monitor doesnt seem to work.",2
Connecting product problem,2
"Ok for the price, many bugs in the apps, I don't recommend this watch to anyone's.",2
battery life not good & msg not delievered instagram & facebook if i opened msg notification alert .,2
not Acurate result,2
Bluetooth and notifications working very slow don't buy this item everyone,2
"Product look wise good price also low, but Bp, heart rate data not correct as compare medical equipment Bluetooth also auto disconnected issue.
only call disconnected notify avl, other app notification not avl.",2
"Very poor connectivity. Very often disconnecting, enhancement is required for the App",2
"I adress to everyone who want to buy this watch I had ordered this and claim refund for this in two days many more issues in this watch
1.poor activities tracking
2. Poor connectivity with pro gear app of boat every time synchronisation the steps gets short which you walk
3.bp monitoring ❤️ rate monitoring are not uptomark
4. Battery was ok
5. Music connectivity is poor
6. Sms not able to view and calls are coming not picked through watch",2
"(PS: Personal Opinions and Observations after a months usage)
Built Quality and interface is exactly same as Go Noise Colour fit pro 2
Battery life is good, lasts a week

Hepatic feedback is very poor, you tend to miss the notifications
Notifications are delayed, there are times where notifications were delivered after 24 hours
The app is very poor, it will sync your watch everytime you open the app
It takes ages to set the watch faces
Heart Rate monitor and Oxygen levels are very much off as...",2
"Watch is good but App is worst.
watch tracks the step count, but when we try to sync with the App, suddenly all steps get reset and go to zero.
This is very disappointing. As a smart watch step counter is a very basic feature and that is also not syncing correctly.

Giving 1 star due to the App, this is really annoying. Even automatic heartrate monitor doesnt seem to work.",2
No call notification,2
No happy,2
Wast pordat,2
Have always issue in connectivity....,2
"Poor display quality
Poorly designed app",2
Worst connectivity with mobile app. App working too bad,2
Build product is very low strap is not that good as expected. Display is also not that good as we all see in videos notifications alert comes very late by the time u get notification call gets end ....,2
Battery issue,2
"It's Not a good products, it's steps calculate showing wrong",2
Poor blue tooth connectivity and faulty sensors.,2
No call notification,2
No happy,2
Wast pordat,2
Have always issue in connectivity....,2
"Poor display quality
Poorly designed app",2
Worst connectivity with mobile app. App working too bad,2
Build product is very low strap is not that good as expected. Display is also not that good as we all see in videos notifications alert comes very late by the time u get notification call gets end ....,2
Battery issue,2
"It's Not a good products, it's steps calculate showing wrong",2
Poor blue tooth connectivity and faulty sensors.,2
"At this price range this is not meet its value. Approximately 1500 price range is good. I was very excited before it's buy, I ignored so Manny product such as noise, realme mi, apple etc. I am very disappointed 😞to this product.",2
Connecting problem issue,2
"Disconnected frequently with phone, sometime notification not received even phone connected, shown sigle notification/msg/whatsapp msg thrice in watch. Wake up gesture not working properly.",2
"If you want a smart watch just for the sake of it, go for it. Not satisfied at all with it features. Activity tracker is totally a waste it doesn't give any indication it is not even remotely correct. Display and touch is also not great.",2
Data is not accurate... showing wrong data of BP. No sleep data capturing. If you want to buy for time display go for it,2
Not suitable,2
"Activity tracker 🙄just waste of money,
disappointed",2
Automatically disconnecting from mobile app,2
not fill to watch is brand,2
With low price this watch has no feature to upload wallpaper face which is the main feature of this watch Boat is cheating customers with low price.,2
"At this price range this is not meet its value. Approximately 1500 price range is good. I was very excited before it's buy, I ignored so Manny product such as noise, realme mi, apple etc. I am very disappointed 😞to this product.",2
Connecting problem issue,2
"Disconnected frequently with phone, sometime notification not received even phone connected, shown sigle notification/msg/whatsapp msg thrice in watch. Wake up gesture not working properly.",2
"If you want a smart watch just for the sake of it, go for it. Not satisfied at all with it features. Activity tracker is totally a waste it doesn't give any indication it is not even remotely correct. Display and touch is also not great.",2
Data is not accurate... showing wrong data of BP. No sleep data capturing. If you want to buy for time display go for it,2
Not suitable,2
"Activity tracker 🙄just waste of money,
disappointed",2
Automatically disconnecting from mobile app,2
not fill to watch is brand,2
With low price this watch has no feature to upload wallpaper face which is the main feature of this watch Boat is cheating customers with low price.,2
Not Good Watch,2
"Reviewing it after 2 months of usage
Pros:
* Light weight
* Sleep tracker is excellent

Cons:
* Smaller display (You can get 1.4"" display at this price from Noise products)
* Odometer is the worst. If you run 300 m, the watch counts it around 260 m. [I experience it everyday, as my school ground is around 300 m, yet it counts 240-260 m after completion of a cycle]
* Even when you wake up at morning, the watch shows, you have already made 15-30 steps.
* Even if you are doing nothing (rather sa...",2
Not as much aspect,2
Not Functioning well,2
Not good,2
Not that functions which I want in my watch it was just a watch because there were no mobile connectivity such as apps of mobile,2
Waste of money,2
Bluetooth Problem... Bluetooth is not connected with phone,2
Not Bettar,2
not bad,2
Display size is too small,2
It's feature is not sufficient at this price,2
Average,2
Medium. Not satisfied.,2
Sometimes caller details not showing in disply,2
Not satisfied with this product,2
Not bad,2
Display is ok . Not much features,2
Average,2
"Auto Disconnect from mobile app, No alert or notification for call and massages",2
Not bad,2
Very bad,2
3 class watch,2
"This has nothing. Its a waste of money. Brand may be good, but product is not worth the cost as it do not serve any purpose",2
Not happy,2
Display is very small and calling function not available,2
Very delicate smartwatch,2
"Not batter, I only use time parpose.",2
Battery capacity is not good boat says around 10 days battery backup but approx 3 days battery capacity,2
"Company voice that this set is Water Resistance but after a few mounth of using i found that, this set's charging point is rusted.",2
This feature is not working on this device. This is bad working.,2
"Very worst performance.totally bad,",2
"Most inaccurate device that totally measures wrong blood pressure, heart rate and spo2.. its totally inaccurate device to measures activities. I suggest to not buy it",2
"Product is good but the tracking system and its sleep sensor not work also many features are not work all time have to connect with mobile not auto connection no any service station to resolve the problem.
Do not by this product.",2
Display small,2
Face product,2
Not satisfied,2
"App is worst, there is no use.",2
Call logs not working,2
Don't expect more,2
Very very very poor,2
No call function,2
Disappointed with the colout,2
Bad quality,2
Not good,2
Didn’t like,2
It looks like a toy 😡,2
Bad Watch,2
"I think once charged, the battery 🔋 don't even last for 5 days.",2
Average,2
Don't buy,2
Very bed products,2
"According to the money invested in the watch, there is no special function in the watch. Inshot is a waste of money. Function is very much lacking.",2
The battery backup is very low,2
Connectivity Bad,2
Screen is very dull and very small screen sometimes is not moving my sister ordered realme watch excellent features having in that watch but boat watch is very disappointed 😞☹️,2
Average,2
Smart watch only fashion..west of money,2
Bad quality,2
Do not like,2
Not like expected,2
Not a expected quality,2
Wake up screen very slow other than its ok,2
"Bad product
Does not shows any notification except call
Auto on in not working",2
"When connect with Bluetooth music with mobile phone,the backward,play/pause,music touch works but forward touch doesn't work.I am not satisfied.",2
Don't find a good product ... choice other option .,2
Perfect watch in this price range,2
The screen size is small and font and watch faces also not good,2
Too small display... Go for better..,2
Very slow product and riplesment poroblem,2
"It ta not smart watch, it is smart band with good battery backup. Brightness should be more better, specially in sunlight. Display dose not covered full area of the watch. Up/dn, right/left 5 mm and 3 mm is dial and rest display exist. Very odd looking when display on.",2
"Unable to track the correct kilometres walked. In my other Fitbit watch I walk for 10 kms, but in this watch it shows only 4-5 kms.",2
Worst ever watch,2
Very small dispay,2
I don't like,2
Low quality,2
We can't received call to touch on watch,2
The display is very small. And it is only good for checking health. It does not have good features as shown here.,2
Very slow product and riplesment poroblem,2
"It ta not smart watch, it is smart band with good battery backup. Brightness should be more better, specially in sunlight. Display dose not covered full area of the watch. Up/dn, right/left 5 mm and 3 mm is dial and rest display exist. Very odd looking when display on.",2
"Unable to track the correct kilometres walked. In my other Fitbit watch I walk for 10 kms, but in this watch it shows only 4-5 kms.",2
Worst ever watch,2
Very small dispay,2
I don't like,2
Low quality,2
We can't received call to touch on watch,2
The display is very small. And it is only good for checking health. It does not have good features as shown here.,2
Small display and feature,2
Bad item,2
Not as expected and quality was poor,2
Not good,2
This product is not good,2
After 10 days of delivery bp monitoring system has been stop.,2
No use,2
Overall average compared to other products in this price sighmate.also there is no return or refund option,2
Display to small compare other smart watches,2
Strip colour getting fade within 4 days,2
Small display and feature,2
Bad item,2
Not as expected and quality was poor,2
Not good,2
This product is not good,2
After 10 days of delivery bp monitoring system has been stop.,2
No use,2
Overall average compared to other products in this price sighmate.also there is no return or refund option,2
Display to small compare other smart watches,2
Strip colour getting fade within 4 days,2
Small display and feature,2
Bad item,2
Not as expected and quality was poor,2
Not good,2
This product is not good,2
After 10 days of delivery bp monitoring system has been stop.,2
No use,2
Overall average compared to other products in this price sighmate.also there is no return or refund option,2
Display to small compare other smart watches,2
Strip colour getting fade within 4 days,2
Very bad not connected with Blotooth. Lost my money,2
calling alert not work,2
Display is to small,2
Bad,2
"As per the value, some more features and out required.",2
Battery🔋 not working,2
Not working properly display,2
Not satisfied with this product. Charger is not working. Display is also poor.,2
Not good,2
Not so good,2
Very bad not connected with Blotooth. Lost my money,2
calling alert not work,2
Display is to small,2
Bad,2
"As per the value, some more features and out required.",2
Battery🔋 not working,2
Not working properly display,2
Not satisfied with this product. Charger is not working. Display is also poor.,2
Not good,2
Not so good,2
"Very disappointed with this item
1.Display clarity is not as expected
2. Battery performance is poor 2Days
3. Stress monitor,SPO2, Heart & Step counting is inaccurate.
4.Looks & Build quality is awesome.",2
The display is so tiny that you may have to use magnifying glass. The photos in Advt. is misleading. Though the battery back up is good @ 12 days back up.,2
Totally waste of money don't buy,2
Boring products,2
Not up to the mark.,2
😌😌😌 Quality it's not... good,2
Very bad,2
Not worth for money,2
M not satisfied with this product,2
Battery backup is not good,2
Not good,2
"Few functions stopped working within 3-4 weeks..
Better go for Noise if you have budget of 3k.",2
"Not satisfied this design nd technology
At this price i was excited but it disappointed me
Boat improve ur work",2
All good but disappointed with the connection of watch with mobile which is every time disconnected and the cloud watch faces is 50+ somthing. Every time i try to connect with mobile but as usual it's not connected but after some time it's automatically disconnected I'm now regret with this watch,2
Quality is not good,2
Okay,2
Not value for money at this price range i except more features but i disappointed less watch face only upto 50 and other wise ok,2
Not good in this range,2
Call feature not working,2
bad.not much as written,2
Screen isue,2
Screen isue,2
Waste of money 💰,2
Not expected,2
Display letter to small,2
Average..less functions,2
Screen is too small,2
Quality was not good,2
Average,2
High price in this quality,2
See price is ok for any smart product..but the design build quality is all of poor quality display not so good....should have provided better product,2
waste watch,2
watch faces is not good... Display size is very small....If we shake our hand also time not shown properly,2
Not at the mark,2
Poor battery backup,2
I am not satisfied this product.,2
Bad product,2
"Please don't buy this product, worth money",2
Can't receive call. No inbuilt mic and speaker,2
"Don't buy,waste product,Not worthy",2
Very disappointed after 8 months use motion sensor not working,2
Sensor not equret reading,2
Call function,2
Wow,2
Small display 😔,2
not good or not bad Average display very bad quality average not bad ok ok,2
Connecting problem,2
Not upto the expectation. There is no option for full time display ON option.,2
Wrist band are not good it's plastic.its should be of leather,2
No like it battery pack up low that why return it,2
Very poor performance,2
Not good,2
Very bad product. Don't buy this watch. I haven't received any notifications on my watch. Music controller is not working properly. It always disconnected.,2
Low quality,2
Call facility not available and while its own app need to be minimised for Bluetooth connectivity,2
After using 4-5 Months I experienced something that is in first 2 months activity tracking was working properly but after Few days it's unable to track Activities properly mainly distance. #1*,2
Not at all accurate readings for all features,2
Calorie burning activity always shown zero.,2
Belt not comfertabel for me,2
Bad dusplay,2
"The interface is too bad , feedback from the watch is too slow when compared with other brand watch of same rate , it is delayed more than 4 or 5 sec to recieve call notification in watch ,with that time call reaches the mid time 😤, Didn't like, also the interface seems like a unbranded local product.

I prefer to go for noise watch ,which is far better",2
Display is very small,2
Qualities very bad,2
Not good product,2
This product is not bettery breakup and not working process,2
Display is very poor..touch does not work smoothly,2
Nice but not value more then 2000,2
average,1
"Worst Mobile
I am taken worst photos in this camera
I am not see within half hour this mobile because mind is distributed and eyes are too disturbed. Battery performance is good.
Battery charging is too much time
I am requesting to other members please don't by this mobile",1
"I was deceived by specs..camera is very very poor, performance is laggy...screen glitches in transitions...not a single pro found in this mobile...it must cost around 8500 for its specs.very thick, not at all handy heavy weight...realme 8i is far better atleast in looks(I ordered both for my relatives)..no back case provided in the box.",1
Very bad product camera is very poor,1
Performance bad.and it's hanged.,1
Worst camera quality......very bad quality photos.... please don't buy the product,1
dont buy,1
"This mobile is very bad
Totally waste of money",1
"Don't buy this phone for camera,Camera is not 50 MP, camera performance is worst
Don't buy this mobile pls for camera is very bad",1
Please don't purchase waste money,1
Very worst product and also service of flipkart,1
Please don't purchase waste money,1
Very worst product and also service of flipkart,1
Camera is not opened and flash light is not working,1
Poor gaming experience,1
My total money is wasted,1
"It was my friend's mobile he is not satisfied at all with this..
Performance vise not better choice one.",1
Worst camera,1
I just hate this phone i received. Apps are closing and opening by its own . And also get no response for Flipkart. It was such a really bad experience from Flipkart,1
Not a good product,1
"Display touch is not work properly work, this mobile is waste of money and flipkart is their he does not accept return policy",1
"Network problems many times in a day without on off network is not coming
Very poor quality product
Let's see what type service is given",1
"After few days of using when someone calls, phone starts ringing but it doesn't pop up display to pick the call. Worst experience with Narzo.",1
Poor quality,1
After two months suddenly it blast,1
Third class,1
laging from 1st day,1
very bad,1
Hanging problem.camra not clear.over all 3 number in 10,1
Bad product.did not replace this product,1
But prosesor not good,1
"Screen quality is very poor
It's break in only 7days",1
Not gud this phn,1
This phone process slow,1
Always freezing,1
Waste of money poor phone 📱,1
Very Bad,1
"This mobile future very bad and slow, battery is very good performance. But price is very high. Not buy this mobile",1
Not bad,1
Very poor quality of camera n performance. To much hanging issue in 2-3 days use only.,1
Battery was so bad it has a slow charging,1
"Bettry issu problems.....very low bettry runs,and takes lot of time in full charge,,full charges 6 hour",1
"Display and sound quality is very bad...
Front camera is also bad..😠😠😠",1
Worst product I’ve ever seen i never expected form realme that they will launch this worst type of product,1
"Thank you Flipkart... Exchange offer best is very helpful, Mobile is very Nice",1
Camera quality is very poor. If you want to buy a best camera phone then don't waste your money to buying it,1
"Very very poor camera..
Performance poor..
Some times fingerprint not working...",1
Camera performance is poor,1
Camera quality not gud front and rear,1
this phone is not good... too easy to get heat... while charging... and even while playing games it getting heat and sometimes it automatically restart the game..... i wish i could return and get another brand phone,1
"Camera quality is very poor very bad
Please not perches this mobile",1
"Mobile camera is very low category, don't purchase it.",1
"Absolutely rubbish product, rear camera superb waste. Don't waste your money",1
"Worst mobile. Don't buy everyone.
Waste of money.",1
I waste my money on this phone ..,1
"Worst mobile phone ..... Data Thief even for camera it wants permissions of contacts, messages etc....",1
"Camera 📷 quality is not good not a 50 MP quality
Third class down quality of camera 📷",1
Do not buy this product camera quality is very bad like 8MP. Front cam portrait mode wrost like ears are not visible.,1
"Not a good processor, hangs when filled with other apps.",1
wrost performance,1
Very poor poor poor... camera,1
wrost performance,1
Very poor poor poor... camera,1
Not good quality of speakers,1
Please dnt buy this phon .weast money .bery poor quality phone .pls dnt go with this phone,1
Charges really slow.,1
Waste of money and time.so many problems in five months only.,1
Battery problem,1
bed quality,1
bed quality,1
Poor,1
I don't satisfied with camera results.,1
Zero performance overall,1
"Not atol good this is phone getting over het,not able to understand why it is happening,i am really upset worgly purchased this mobile",1
Sound quality is not good after few months it is very low,1
Not good product,1
Not good camera is not good,1
Battery charging very and heating problem in phone,1
Camera is not satisfied,1
Camera Not Good,1
Charge adapter not work,1
Very Bad Product 😪,1
Don't buy,1
"Hi Friend,

Don't buy this product, because of mothers board issue and this model phone don't not have exchange option.",1
Battery of my phone is not working properly. Need to charge 3 hours daily. And by evening the charge is again low,1
Avarage,1
Very bad quality this Mobile camera quality is very cheep and charger very slow speed work mobile body is heavy and looking very bad this Mobile is laging don't buy this Mobile anybody's,1
This is the worst display I have ever seen..very cheap quality display and touch screen used..,1
Not worth for money,1
Range missing,1
Its bad experience with this phonne,1
Not eligible for gaming,1
Bad,1
Just after six month battery backup reduce to one day from four days in stand alone mode after receiving updates from realme.,1
Not worth it,1
Hanging problem,1
Charge very bad,1
Not a bad,1
One o my worst purchase,1
Very bad product... Pathetic battery backup.. Annoying 😡🤬,1
Waste,1
Slow charging hope don't go purchase,1
Not up to the mark,1
Phone is complaint in 20th day. It is getting restart every minute.,1
It laga too much,1
"After 7days handset problem .... Motherboard disturb
...so many problem. On it......",1
Too heavy. Get hang regularly .,1
In this product battery is poor and automatic touch.,1
Bad product,1
Not good,1
"Overheating,hanging and charging does not last long after 2months",1
No satisfied,1
Not good,1
Not good,1
Not good,1
Not good,1
Very poor network and highly hanging problem,1
Very poor network and highly hanging problem,1
"Wortest mobile iam using last 5 months ,mobile is very slow and it's hanging",1
Not intrested this mobile,1
Not intrested this mobile,1
Display screen very poor,1
Phone quality is very bad,1
Display screen very poor,1
Phone quality is very bad,1
"Battery charging is very slow
Not support fast charging",1
Poor quality don't order this phone,1
Never buy this phone one of the worst phone I ever had response from Flipkart zero I never ever go shop in Flipkart...feel like I'm using local Mobile,1
"Display is poor quality and Also Sound
This is product is bad",1
"Battery is not good

Hanging up phone even using softly",1
Poor quality,1
Hang problem,1
🎤 is very bad.,1
Very bad camera 📷📸,1
Waste piece,1
hated .,1
Not Good phone,1
Mobile is so chief making jahirati operate hanging problems,1
Not recommended,1
"Weight to mobile phone is too much than normal phone.
Camera quality is not better as it is given 50mp, actually it is like 16mp of other phone",1
I have face charging issues now,1
Bad qulaty,1
Battery takes too much time to charge around 5 to 6 hours,1
Not good product very bad programming,1
Not good,1
Phone was hanging..,1
This price bad quality mobile don't buy,1
Mobile camera problem but now ok,1
Not good,1
"Worst mobile
In one year ic corrupt
It hangs very much",1
Hanging problem...... Bad product,1
Worst Performance I have ever seen,1
Hate it,1
Don't buy this mobile too slow,1
"Below average phone,,",1
Bad quality,1
Bad quality,1
It is not working,1
More thickness & weight,1
Touch screen not working properly,1
"Lower volume key is not working, waste of money. 🤮🤮",1
Bad product,1
Bad phone,1
Not a good 👍,1
"Continue heated, continue hanging, first time very bad experience by Flipkart",1
Waste,1
Not good,1
"Very very bad quality, don't buy it , camera quality is very very low",1
"Very very bad quality, don't buy it , camera quality is very very low",1
Worst phone,1
Worst phone,1
More hang .. no worth,1
"Lags a lot..
microphone and speakers are very bad...

Flipkart has lots of fake reviews.... Don't trust the ratings here. I bought this phone 4 months ago and really regret it :(",1
More hang .. no worth,1
"Lags a lot..
microphone and speakers are very bad...

Flipkart has lots of fake reviews.... Don't trust the ratings here. I bought this phone 4 months ago and really regret it :(",1
Donot buy any one,1
Pathetic phone. Very very slow. Unable to receive a call if you are using any application. It will display the caller details after a few seconds of ringing. Worst wifi adapter. You cannot focus a point touching once. Atleast you have to tap 4-5 times minimum. You cannot view the photo you clicked just now. For that you also have to tap for a few times and also it will take some time to display the photo. Touch is bogus. PLEASE DON'T BUY THIS PRODUCT. It is just wastage of money. I am trying ...,1
"If someone looking for huge battery backup go for it..

Camera is worst ,3rd class phone",1
Wast of the money,1
Battery and especially camera is worst,1
"Total waste of money, phone is hanging, very bad product of real me",1
Front camera not workin,1
Camera problem,1
Very bad quality of camera as well as lag in performance,1
Worst speaker sound quality ..,1
Worst phone this price,1
Very nice battery backup and camera & performance are good . Worth of Money .,1
"Very Bad Product
Don't recommended",1
"speaker down after 6 month, audio qualities so poor.",1
After 2or3 month leter charging reducing and heat is a biggest problem,1
Over heating the running time,1
Vary bad experience Mobile screen,1
"Hang problem
Slow performance slow operating
Heating problem

Don't buy this phone,",1
Bad quality mobile phone,1
Bad,1
Pathatic camera,1
Mobile performance is worst...I am not satisfied with this mobile.Camera quality is poor.Too much slow.I want to replace it..How I can do that?,1
Very slow process.,1
Very slow process.,1
Performance is low. Mobile hangs just in 2 months of usage.,1
"Very, bad features, low quality, any time the phone is abnormal behaviour, So don't buy this phone, don't waste your money & time.",1
Hang,1
Hang,1
Worst product power of charging is dull and adopter is not good,1
Poor graphics. Options. & camera quality,1
Camara quality not good. Battery backup is best things of this phone. Have not F.M radio in this phone.,1
Heat mobile's,1
Call recording system is west,1
Worst mobile i have ever used in my 20 years of life.,1
I hate this one,1
Mobile Heat and display not working,1
Very Slow charging,1
"Speaker is very low quakity,",1
"Third class phone with lot of bugs. It has issues with following basic features:
1. Latest photo is saved at end of the gallery with no option to sort by date.
2. Screen rotate gets fixed in landscape even though phone is portrait.
3. Lot of heating issue.
4. Fast charging is namesake. It takes 4 hours to charge.
5. Cheap software with third class bugs.
6. There are no pros of this phone. Realme is huge failure.
I am posting this after using is since 2 months. I will never buy Realme phones a...",1
Bad,1
Bad phone slow working,1
"Third class phone with lot of bugs. It has issues with following basic features:
1. Latest photo is saved at end of the gallery with no option to sort by date.
2. Screen rotate gets fixed in landscape even though phone is portrait.
3. Lot of heating issue.
4. Fast charging is namesake. It takes 4 hours to charge.
5. Cheap software with third class bugs.
6. There are no pros of this phone. Realme is huge failure.
I am posting this after using is since 2 months. I will never buy Realme phones a...",1
Bad,1
Bad phone slow working,1
Worst,1
Camera very bad quality,1
Camera is very poor,1
Average,1
Not good as expected looks is plastic body and camera quality is not good.,1
Bad mobile in this price,1
Camera problem,1
The worst phone I have ever used..... Don't purchase at any cost online shopping also worst.,1
Such a cheap quality nd having very slow processor nd also displays is worst..not recommended to anyone..,1
"Aprat from charging, this phone is waste, videos are getting paused in the middle, there are lot of issues if we can talk, it is not even worthable for 5k",1
Such a cheap quality nd having very slow processor nd also displays is worst..not recommended to anyone..,1
"Aprat from charging, this phone is waste, videos are getting paused in the middle, there are lot of issues if we can talk, it is not even worthable for 5k",1
"Pls don’t go for this mobile, bad experience while using,having trouble with software",1
"Pls don’t go for this mobile, bad experience while using,having trouble with software",1
"Bad phone.call recording system,call history and call record option all is bad.and realme ph also bad quality.",1
"Not a good phone to be honest. Camera Quality is poor, no NFC supported.",1
"Bad phone.call recording system,call history and call record option all is bad.and realme ph also bad quality.",1
"Not a good phone to be honest. Camera Quality is poor, no NFC supported.",1
No good,1
not expected as much,1
Heating problem,1
Very bed product personal suggest no one buy it,1
money wast....bad quality bad battery.... 8 hour full charge,1
money wast....bad quality bad battery.... 8 hour full charge,1
"Not satisfied my laptop SSD is not working they are using cheaper parts. I have lost my all important data. Buy at your own risk.
They are decreasing price why because product is not good.",1
wrost product my money waste & seller is not good,1
After 5 to 10 days charger is not working......And most ridiculous not support any C type charger with this Laptop.....Very Sad,1
PATHETIC PRODUCT PATHETIC SERVICE. If you love your money and want to live in pease if you want to be happy in future then don't by this laptop at all,1
Screen blinking issue,1
Battery not charging aftr 5 days,1
"worst product dont buy there are many fault
as well as hangs too much
auto screen off😭😭😭😭😭😭
after 3 month charger damaged not working
dont buy",1
Found the charging problem in a 1st week,1
My infinix laptop not working,1
i got laptop today ... and its not charging ... charging stoped ... manufacturing defect,1
some problems,1
It is getting probkems after a month,1
After 10day use there is noise on one side of the speaker bad,1
I bought a laptop it's not working power on button also damaged,1
"Very bad product , useless product, Battery is not charger after use of 7 days. How it is solve?",1
"Left side speekers not working
Waste of money",1
Charging problem,1
1 USB Port not working.,1
While charging you may get electric shock for body,1
I can't recommend this laptop speaker are very bad and display pixel are ded and laptop fain make noise heating isue,1
Windows crashed couldn't use even once,1
"My product broke down right after replacement period from Flipkart. I have been trying to contact the company and customer centre, but it is impossible. There is no way to get the product replaced, the company has no value for the time and money you spent on this. I recommend not to buy this product.",1
Never ever buy this laptop. I received it today. Touchpad not working and laptop is crashing. It's worst product to invest in.,1
Charger stopped working within 3 months,1
Defective item touch pad is not working,1
Bad,1
This thing broke in 4 months such a low quality,1
After one month perches some Key's of keypads not working properly disappointing 🥴🥴🥴🥴,1
Charging was not working. I was utterly disappointed..,1
"Build quality is poor, Heinz broken",1
Facing charging issue.,1
"Don't waste your money
😭😭",1
Keys not working properly,1
Very bad leptop,1
Excellent 👍,1
After 1 week hard disk was not detecting worst product customer service also not responding,1
"Product not powering on from the next day ,please don't buy",1
I have received a faulty product ( system auto start on BIOS settings and some keys are not working ),1
One c type charging port is not working.,1
I was open any file then after flickering on screen,1
"Speakers are of bad quality 😤😤😤😤
Charger over heating
Touchpad sometimes not working properly
Camera is just like old black and white camera of 1900s
Display is up to mark
When i receive this product it was not switching on then i plug it into charge and after 2 mins it gets 100% fully charge , then i plug out charger, after that battery backup was 20 mins
Overall very dissatisfied with infinix brand",1
Now i am facing battery problems. And charger gets hot while charging. And this is not charge with any other charger.,1
"Waste product. Not worked for one day. Better to go other brands like realme,honor,hp dell, acer. First time i tried a new brand in laptop and its worst decision.",1
Touchpad not work,1
"software issues within a month of delivery, very much disappointed. Stuck at aptio setup utility",1
Cracking sound from speakers,1
Some times the mousepad is problematic and sometimes it vanished,1
Very bad... Pls don't buy frnds... Lot of problems in this laptop... Only battery ok...,1
Very bad... Pls don't buy frnds... Lot of problems in this laptop... Only battery ok...,1
Otherwise Awesome ☺️,1
"Am using couple of days am observed below things and read carefully before buying this.
Cons:
1. Bettery drain very fastly😔 @ 3 to 4 hours backup of
normal usage and 100% charging @ 1:40hours
2. While charging highly heated backside laptop and
Charger as well.😢
3. Fans sound also comes high noise👎
4.Display is too much glossy, its like a mirror.🤣
5. Cemara below avarage.👎
6. Not Expandable Memory, No HDMI. 👎
7. Reaming battery indication shows abouslutly.
...",1
